time,Longitude,Latitude,Altitude (m),Speed (km/h),Total Distance (km)
09:22.0,15.379797,81.270699,133.0,5.0,3195.054
09:23.0,15.379805,81.270712,133.0,5.0,3195.055
09:24.0,15.379812,81.270724,133.1,4.9,3195.057
09:25.0,15.379819,81.270737,133.1,5.0,3195.058
09:26.0,15.379827,81.270749,133.1,4.8,3195.059
09:27.0,15.379834,81.270761,133.1,5.0,3195.061
09:28.0,15.379842,81.270774,133.2,5.0,3195.062
09:29.0,15.379849,81.270786,133.3,4.8,3195.063
09:30.0,15.379856,81.270797,133.3,4.5,3195.065
09:31.0,15.379863,81.270809,133.2,4.9,3195.066
09:32.0,15.37987,81.270821,133.2,4.9,3195.067
09:33.0,15.379877,81.270833,132.9,4.7,3195.069
09:34.0,15.379884,81.270845,132.8,4.8,3195.07
09:35.0,15.379892,81.270858,132.8,4.9,3195.071
09:36.0,15.379899,81.27087,132.8,4.9,3195.073
09:37.0,15.379906,81.270882,132.8,4.8,3195.074
09:38.0,15.379914,81.270894,132.8,4.8,3195.075
09:39.0,15.379921,81.270905,132.8,4.6,3195.077
09:40.0,15.379928,81.270917,132.8,4.7,3195.078
09:41.0,15.379935,81.270929,132.8,4.7,3195.079
09:42.0,15.379942,81.270941,132.7,4.8,3195.081
09:43.0,15.379949,81.270953,132.6,4.7,3195.082
09:44.0,15.379956,81.270964,132.6,4.7,3195.083
09:45.0,15.379964,81.270977,132.5,5.0,3195.085
09:46.0,15.37997,81.270988,132.6,4.5,3195.086
09:47.0,15.379977,81.270999,132.6,4.4,3195.087
09:48.0,15.379984,81.271012,132.6,5.1,3195.088
09:49.0,15.379992,81.271024,132.5,5.0,3195.09
09:50.0,15.38,81.271037,132.6,5.1,3195.091
09:51.0,15.380007,81.27105,132.5,5.2,3195.093
09:52.0,15.380015,81.271062,132.5,4.9,3195.094
09:53.0,15.380022,81.271074,132.5,4.6,3195.095
09:54.0,15.380028,81.271085,132.5,4.6,3195.097
09:55.0,15.380035,81.271096,132.6,4.6,3195.098
09:56.0,15.380042,81.271108,132.6,4.7,3195.099
09:57.0,15.380049,81.27112,132.5,4.7,3195.1
09:58.0,15.380056,81.271132,132.6,4.7,3195.102
09:59.0,15.380064,81.271144,132.4,4.9,3195.103
10:00.0,15.380071,81.271156,132.3,5.0,3195.104
10:01.0,15.381419,81.273403,129.3,4.9,3195.354
10:02.0,15.381426,81.273415,129.4,4.7,3195.355
10:03.0,15.381434,81.273427,129.4,4.9,3195.357
10:04.0,15.381441,81.273439,129.3,4.8,3195.358
10:05.0,15.381449,81.273453,129.2,5.3,3195.359
10:06.0,15.381456,81.273465,129.2,5.0,3195.361
10:07.0,15.381464,81.273477,129.3,4.9,3195.362
10:08.0,15.381471,81.27349,129.4,5.0,3195.364
10:09.0,15.381479,81.273502,129.5,4.9,3195.365
10:10.0,15.381486,81.273514,129.6,4.9,3195.366
10:11.0,15.381506,81.273548,129.5,5.3,3195.37
10:12.0,15.381514,81.273561,129.5,5.1,3195.371
10:13.0,15.381522,81.273574,129.5,5.0,3195.373
10:14.0,15.381529,81.273586,129.5,5.1,3195.374
10:15.0,15.381536,81.273598,129.5,4.9,3195.376
10:16.0,15.381544,81.27361,129.5,4.8,3195.377
10:17.0,15.381551,81.273623,129.6,4.9,3195.378
10:18.0,15.381559,81.273636,129.6,5.2,3195.38
10:19.0,15.381567,81.273649,129.4,5.3,3195.381
10:20.0,15.381575,81.273662,129.4,5.2,3195.383
10:21.0,15.381566,81.273648,129.7,4.6,3195.381
10:22.0,15.381574,81.273661,129.7,5.1,3195.383
10:23.0,15.381582,81.273674,129.7,5.0,3195.384
10:24.0,15.381589,81.273686,129.7,5.0,3195.385
10:25.0,15.381597,81.273699,129.6,5.0,3195.387
10:26.0,15.381604,81.273711,129.6,5.1,3195.388
10:27.0,15.381611,81.273723,129.6,4.7,3195.389
10:28.0,15.381618,81.273735,129.6,4.7,3195.391
10:29.0,15.381625,81.273747,129.7,4.8,3195.392
10:30.0,15.381633,81.273759,129.6,5.0,3195.393
10:31.0,15.381641,81.273772,129.6,5.2,3195.395
10:32.0,15.381648,81.273785,129.6,5.1,3195.396
10:33.0,15.381656,81.273797,129.6,4.9,3195.398
10:34.0,15.381663,81.273809,129.7,4.8,3195.399
10:35.0,15.38167,81.273822,129.7,4.9,3195.4
10:36.0,15.381678,81.273835,129.8,5.3,3195.402
10:37.0,15.381686,81.273848,129.8,5.1,3195.403
10:38.0,15.381694,81.273861,129.9,5.3,3195.405
10:39.0,15.381702,81.273874,129.8,5.0,3195.406
10:40.0,15.381709,81.273886,129.7,5.0,3195.408
10:41.0,15.381717,81.273899,129.6,5.0,3195.409
10:42.0,15.381724,81.273911,129.6,4.8,3195.41
10:43.0,15.381731,81.273923,129.6,5.1,3195.412
10:44.0,15.381739,81.273936,129.5,5.1,3195.413
10:45.0,15.381746,81.273948,129.6,4.9,3195.414
10:46.0,15.381754,81.273961,129.6,5.1,3195.416
10:47.0,15.381761,81.273973,129.7,4.9,3195.417
10:48.0,15.381768,81.273985,129.7,4.7,3195.418
10:49.0,15.381776,81.273997,129.7,5.0,3195.42
10:50.0,15.381783,81.27401,129.9,5.0,3195.421
10:51.0,15.381791,81.274023,129.9,5.0,3195.423
10:52.0,15.381799,81.274035,129.8,5.1,3195.424
10:53.0,15.381806,81.274047,129.8,4.8,3195.425
10:54.0,15.381813,81.274059,129.9,4.8,3195.427
10:55.0,15.38182,81.274072,129.9,4.9,3195.428
10:56.0,15.381828,81.274084,129.9,4.9,3195.429
10:57.0,15.381835,81.274096,129.8,5.0,3195.431
10:58.0,15.381842,81.274108,129.8,4.7,3195.432
10:59.0,15.38185,81.27412,129.6,4.8,3195.433
11:00.0,15.381856,81.274132,129.7,4.6,3195.435
11:01.0,15.381867,81.274149,130.2,4.9,3195.437
11:02.0,15.381874,81.274161,130.2,4.8,3195.438
11:03.0,15.381881,81.274173,130.1,4.9,3195.439
11:04.0,15.381889,81.274186,130.0,5.0,3195.441
11:05.0,15.381896,81.274198,129.9,5.0,3195.442
11:06.0,15.381904,81.274211,129.8,5.0,3195.444
11:07.0,15.381912,81.274224,129.8,5.1,3195.445
11:08.0,15.381919,81.274236,129.7,4.9,3195.446
11:09.0,15.381926,81.274248,129.7,4.8,3195.448
11:10.0,15.381934,81.27426,129.7,4.9,3195.449
11:11.0,15.381936,81.274265,129.7,4.9,3195.45
11:12.0,15.381944,81.274277,129.7,5.0,3195.451
11:13.0,15.381951,81.274289,129.7,4.8,3195.452
11:14.0,15.381958,81.274301,129.6,4.8,3195.454
11:15.0,15.381966,81.274314,129.7,4.8,3195.455
11:16.0,15.381973,81.274326,130.0,4.8,3195.456
11:17.0,15.38198,81.274338,130.0,4.8,3195.458
11:18.0,15.381987,81.27435,130.0,4.8,3195.459
11:19.0,15.381995,81.274362,130.0,4.9,3195.46
11:20.0,15.382002,81.274374,130.2,4.9,3195.462
11:21.0,15.382018,81.274401,129.7,5.0,3195.465
11:22.0,15.382025,81.274413,129.7,4.9,3195.466
11:23.0,15.382032,81.274425,129.6,4.9,3195.467
11:24.0,15.38204,81.274437,129.7,4.9,3195.469
11:25.0,15.382047,81.27445,129.8,5.0,3195.47
11:26.0,15.382054,81.274462,129.8,4.8,3195.471
11:27.0,15.382062,81.274474,129.7,5.1,3195.473
11:28.0,15.382069,81.274486,129.5,4.6,3195.474
11:29.0,15.382076,81.274497,129.5,4.5,3195.475
11:30.0,15.382082,81.274508,129.5,4.4,3195.477
11:31.0,15.382089,81.274519,129.5,4.1,3195.478
11:32.0,15.382095,81.27453,129.5,4.5,3195.479
11:33.0,15.382103,81.274542,129.4,4.9,3195.48
11:34.0,15.38211,81.274555,129.3,4.9,3195.482
11:35.0,15.382117,81.274566,129.4,4.8,3195.483
11:36.0,15.382125,81.274579,129.4,5.1,3195.484
11:37.0,15.382132,81.274591,129.3,4.7,3195.486
11:38.0,15.382139,81.274603,129.1,4.9,3195.487
11:39.0,15.382147,81.274616,129.1,4.9,3195.488
11:40.0,15.382154,81.274627,129.3,4.6,3195.49
11:41.0,15.382161,81.274639,129.3,4.9,3195.491
11:42.0,15.382168,81.274651,129.3,4.8,3195.492
11:43.0,15.382176,81.274664,129.4,5.1,3195.494
11:44.0,15.382183,81.274677,129.3,5.1,3195.495
11:45.0,15.382191,81.27469,129.4,5.2,3195.497
11:46.0,15.382199,81.274702,129.7,5.0,3195.498
11:47.0,15.382206,81.274715,129.6,5.0,3195.499
11:48.0,15.382213,81.274727,129.7,4.8,3195.501
11:49.0,15.38222,81.274738,129.8,4.7,3195.502
11:50.0,15.382227,81.27475,129.9,4.6,3195.503
11:51.0,15.382234,81.274762,130.0,4.7,3195.505
11:52.0,15.382242,81.274774,130.1,4.8,3195.506
11:53.0,15.382249,81.274786,130.0,5.1,3195.507
11:54.0,15.382257,81.274799,129.9,5.0,3195.509
11:55.0,15.382264,81.274811,130.0,4.8,3195.51
11:56.0,15.382271,81.274823,129.9,4.7,3195.511
11:57.0,15.382278,81.274835,129.9,4.8,3195.513
11:58.0,15.382286,81.274847,129.8,5.0,3195.514
11:59.0,15.382293,81.274859,129.9,4.8,3195.516
12:00.0,15.3823,81.274872,129.9,4.9,3195.517
12:01.0,15.382322,81.274908,129.9,4.7,3195.521
12:02.0,15.382329,81.27492,129.8,4.8,3195.522
12:03.0,15.382337,81.274932,129.7,4.8,3195.524
12:04.0,15.382343,81.274943,129.6,4.3,3195.525
12:05.0,15.38235,81.274955,129.5,4.7,3195.526
12:06.0,15.382357,81.274967,129.4,4.8,3195.527
12:07.0,15.382364,81.274978,129.5,4.7,3195.529
12:08.0,15.382372,81.274991,129.5,4.9,3195.53
12:09.0,15.382379,81.275003,129.5,4.8,3195.531
12:10.0,15.382386,81.275015,129.6,5.0,3195.533
12:11.0,15.382384,81.27501,129.9,5.0,3195.532
12:12.0,15.382391,81.275023,129.9,4.9,3195.534
12:13.0,15.382398,81.275035,129.9,4.9,3195.535
12:14.0,15.382406,81.275047,129.9,4.8,3195.536
12:15.0,15.382413,81.27506,130.0,5.0,3195.538
12:16.0,15.382421,81.275072,129.8,5.0,3195.539
12:17.0,15.382428,81.275084,129.9,4.9,3195.541
12:18.0,15.382435,81.275096,130.0,4.9,3195.542
12:19.0,15.382442,81.275108,130.0,4.7,3195.543
12:20.0,15.38245,81.27512,129.9,4.8,3195.545
12:21.0,15.382477,81.275165,129.7,5.2,3195.55
12:22.0,15.382484,81.275177,129.5,4.7,3195.551
12:23.0,15.382491,81.275189,129.4,4.9,3195.552
12:24.0,15.382498,81.275202,129.6,4.9,3195.554
12:25.0,15.382505,81.275213,129.7,4.5,3195.555
12:26.0,15.382512,81.275224,129.6,4.6,3195.556
12:27.0,15.382519,81.275236,129.7,4.5,3195.557
12:28.0,15.382526,81.275247,129.8,4.6,3195.559
12:29.0,15.382533,81.27526,129.9,5.0,3195.56
12:30.0,15.382541,81.275272,130.0,4.9,3195.561
12:31.0,15.382548,81.275284,130.0,4.9,3195.563
12:32.0,15.382555,81.275297,130.0,4.9,3195.564
12:33.0,15.382563,81.275309,130.0,5.0,3195.565
12:34.0,15.38257,81.275321,130.0,4.7,3195.567
12:35.0,15.382577,81.275333,130.1,4.7,3195.568
12:36.0,15.382584,81.275344,129.8,4.6,3195.569
12:37.0,15.38259,81.275355,129.9,4.4,3195.571
12:38.0,15.382597,81.275367,129.8,4.7,3195.572
12:39.0,15.382604,81.275378,129.7,4.6,3195.573
12:40.0,15.382611,81.27539,129.8,4.5,3195.574
12:41.0,15.382618,81.275401,129.9,4.4,3195.576
12:42.0,15.382625,81.275412,130.0,4.6,3195.577
12:43.0,15.382632,81.275424,130.0,4.7,3195.578
12:44.0,15.382639,81.275436,130.2,4.9,3195.58
12:45.0,15.382646,81.275448,130.2,4.7,3195.581
12:46.0,15.382654,81.27546,130.3,4.9,3195.582
12:47.0,15.382661,81.275472,130.3,4.9,3195.584
12:48.0,15.382668,81.275484,130.5,4.8,3195.585
12:49.0,15.382675,81.275496,130.5,4.7,3195.586
12:50.0,15.382682,81.275508,130.5,4.7,3195.588
12:51.0,15.382689,81.27552,130.5,4.7,3195.589
12:52.0,15.382697,81.275532,130.5,5.0,3195.59
12:53.0,15.382704,81.275544,130.5,4.8,3195.592
12:54.0,15.382711,81.275556,130.5,4.7,3195.593
12:55.0,15.382718,81.275568,130.6,4.6,3195.594
12:56.0,15.382725,81.275579,130.6,4.6,3195.595
12:57.0,15.382732,81.275591,130.6,4.8,3195.597
12:58.0,15.382739,81.275603,130.6,4.7,3195.598
12:59.0,15.382746,81.275615,130.5,4.8,3195.599
13:00.0,15.382753,81.275627,130.4,4.6,3195.601
13:01.0,15.382758,81.275634,130.6,4.9,3195.602
13:02.0,15.382765,81.275646,130.6,4.6,3195.603
13:03.0,15.382772,81.275658,130.7,4.9,3195.604
13:04.0,15.382779,81.27567,130.8,4.8,3195.606
13:05.0,15.382786,81.275682,130.7,4.8,3195.607
13:06.0,15.382794,81.275694,130.8,4.9,3195.608
13:07.0,15.382801,81.275706,130.8,4.8,3195.61
13:08.0,15.382809,81.275719,130.6,5.0,3195.611
13:09.0,15.382816,81.275731,130.5,4.9,3195.612
13:10.0,15.382823,81.275743,130.5,4.6,3195.614
13:11.0,15.382829,81.275753,130.4,4.5,3195.615
13:12.0,15.382836,81.275765,130.5,4.7,3195.616
13:13.0,15.382843,81.275776,130.7,4.5,3195.617
13:14.0,15.38285,81.275787,130.6,4.6,3195.619
13:15.0,15.382857,81.275799,130.6,4.6,3195.62
13:16.0,15.382864,81.275811,130.7,4.8,3195.621
13:17.0,15.382871,81.275823,130.6,4.7,3195.622
13:18.0,15.382878,81.275835,130.6,4.7,3195.624
13:19.0,15.382885,81.275847,130.7,4.8,3195.625
13:20.0,15.382893,81.275859,130.6,5.0,3195.626
13:21.0,15.382908,81.275884,130.6,5.0,3195.629
13:22.0,15.382915,81.275897,130.6,4.9,3195.631
13:23.0,15.382923,81.275909,130.5,4.9,3195.632
13:24.0,15.38293,81.275921,130.4,4.8,3195.633
13:25.0,15.382937,81.275933,130.5,4.9,3195.635
13:26.0,15.382945,81.275946,130.5,5.0,3195.636
13:27.0,15.382952,81.275958,130.5,4.8,3195.637
13:28.0,15.382959,81.275969,130.6,4.6,3195.639
13:29.0,15.382966,81.275981,130.8,4.8,3195.64
13:30.0,15.382973,81.275993,130.8,4.7,3195.641
13:31.0,15.38298,81.276005,130.7,4.9,3195.643
13:32.0,15.382988,81.276017,130.5,4.7,3195.644
13:33.0,15.382995,81.276029,130.7,4.7,3195.645
13:34.0,15.383002,81.276041,130.8,4.8,3195.647
13:35.0,15.383009,81.276053,130.7,4.8,3195.648
13:36.0,15.383016,81.276065,130.6,4.9,3195.649
13:37.0,15.383024,81.276077,130.7,4.8,3195.651
13:38.0,15.383031,81.276089,130.7,4.6,3195.652
13:39.0,15.383038,81.2761,130.7,4.7,3195.653
13:40.0,15.383045,81.276112,130.7,4.6,3195.655
13:41.0,15.383052,81.276124,130.9,4.9,3195.656
13:42.0,15.38306,81.276137,131.1,5.3,3195.657
13:43.0,15.383067,81.276149,131.0,4.8,3195.659
13:44.0,15.383074,81.276161,130.9,4.7,3195.66
13:45.0,15.383081,81.276172,131.0,4.4,3195.661
13:46.0,15.383088,81.276184,130.9,4.8,3195.663
13:47.0,15.383095,81.276196,130.9,4.7,3195.664
13:48.0,15.383102,81.276207,131.0,4.5,3195.665
13:49.0,15.383109,81.276219,131.0,4.5,3195.666
13:50.0,15.383116,81.276231,131.0,4.8,3195.668
13:51.0,15.383123,81.276243,131.0,4.9,3195.669
13:52.0,15.38313,81.276255,131.0,4.8,3195.67
13:53.0,15.383137,81.276266,131.3,4.7,3195.672
13:54.0,15.383145,81.276279,131.3,4.9,3195.673
13:55.0,15.383152,81.276291,131.3,4.9,3195.674
13:56.0,15.383159,81.276303,131.2,4.8,3195.676
13:57.0,15.383166,81.276315,131.2,4.9,3195.677
13:58.0,15.383174,81.276327,131.2,4.8,3195.678
13:59.0,15.38318,81.276338,131.2,4.4,3195.68
14:00.0,15.383187,81.276349,131.3,4.4,3195.681
14:01.0,15.383184,81.276345,132.2,4.7,3195.68
14:02.0,15.383191,81.276357,132.3,4.8,3195.682
14:03.0,15.383199,81.276369,132.3,4.9,3195.683
14:04.0,15.383206,81.27638,132.4,4.5,3195.684
14:05.0,15.383212,81.276392,132.4,4.5,3195.686
14:06.0,15.383219,81.276403,132.5,4.4,3195.687
14:07.0,15.383226,81.276414,132.5,4.6,3195.688
14:08.0,15.383233,81.276426,132.5,4.7,3195.689
14:09.0,15.38324,81.276438,132.5,4.9,3195.691
14:10.0,15.383247,81.27645,132.4,4.8,3195.692
14:11.0,15.383261,81.276473,131.4,4.7,3195.695
14:12.0,15.383268,81.276485,131.4,4.8,3195.696
14:13.0,15.383276,81.276497,131.5,4.9,3195.697
14:14.0,15.383283,81.276509,131.6,4.8,3195.699
14:15.0,15.38329,81.276521,131.8,4.7,3195.7
14:16.0,15.383297,81.276532,131.9,4.5,3195.701
14:17.0,15.383304,81.276544,132.0,4.6,3195.702
14:18.0,15.383311,81.276556,132.1,4.8,3195.704
14:19.0,15.383318,81.276568,132.3,5.0,3195.705
14:20.0,15.383325,81.27658,132.2,4.8,3195.707
14:21.0,15.38332,81.27657,132.5,4.7,3195.705
14:22.0,15.383327,81.276583,132.6,5.1,3195.707
14:23.0,15.383335,81.276595,132.7,4.9,3195.708
14:24.0,15.383342,81.276607,132.7,4.6,3195.71
14:25.0,15.383349,81.276619,132.7,4.9,3195.711
14:26.0,15.383356,81.276631,132.7,4.9,3195.712
14:27.0,15.383363,81.276643,132.7,4.9,3195.714
14:28.0,15.383371,81.276655,132.7,4.8,3195.715
14:29.0,15.383378,81.276667,132.9,4.7,3195.716
14:30.0,15.383385,81.27668,132.9,5.0,3195.718
14:31.0,15.383393,81.276693,132.8,5.2,3195.719
14:32.0,15.3834,81.276705,132.8,4.8,3195.72
14:33.0,15.383407,81.276717,132.8,4.8,3195.722
14:34.0,15.383415,81.276729,132.8,4.8,3195.723
14:35.0,15.383422,81.276741,132.8,4.7,3195.724
14:36.0,15.383429,81.276752,132.7,4.7,3195.726
14:37.0,15.383436,81.276764,132.6,4.7,3195.727
14:38.0,15.383443,81.276776,132.6,4.8,3195.728
14:39.0,15.383451,81.276789,132.6,5.2,3195.73
14:40.0,15.383459,81.276803,132.7,5.4,3195.731
14:41.0,15.383467,81.276816,132.6,5.1,3195.733
14:42.0,15.383474,81.276828,132.7,5.0,3195.734
14:43.0,15.383483,81.276842,132.7,5.3,3195.736
14:44.0,15.38349,81.276854,132.6,5.0,3195.737
14:45.0,15.383497,81.276867,132.5,5.0,3195.738
14:46.0,15.383505,81.276879,132.3,5.0,3195.74
14:47.0,15.383512,81.276892,132.4,4.9,3195.741
14:48.0,15.38352,81.276904,132.5,5.1,3195.743
14:49.0,15.383528,81.276917,132.5,5.0,3195.744
14:50.0,15.383535,81.276929,132.5,4.8,3195.745
14:51.0,15.383542,81.276941,132.4,5.0,3195.747
14:52.0,15.38355,81.276954,132.6,5.0,3195.748
14:53.0,15.383557,81.276966,132.7,4.9,3195.749
14:54.0,15.383564,81.276978,132.8,4.9,3195.751
14:55.0,15.383572,81.276991,133.0,4.9,3195.752
14:56.0,15.38358,81.277004,132.9,5.3,3195.754
14:57.0,15.383587,81.277016,132.9,5.0,3195.755
14:58.0,15.383595,81.277029,133.0,5.0,3195.756
14:59.0,15.383602,81.277041,133.1,4.7,3195.758
15:00.0,15.383609,81.277053,133.3,4.8,3195.759
15:01.0,15.383612,81.277058,133.4,5.0,3195.76
15:02.0,15.38362,81.277071,133.4,5.2,3195.761
15:03.0,15.383628,81.277084,133.4,5.3,3195.763
15:04.0,15.383636,81.277097,133.5,5.2,3195.764
15:05.0,15.383643,81.277109,133.5,4.7,3195.765
15:06.0,15.38365,81.277121,133.6,4.6,3195.767
15:07.0,15.383657,81.277133,133.6,4.9,3195.768
15:08.0,15.383664,81.277145,133.6,4.8,3195.769
15:09.0,15.383671,81.277157,133.5,4.7,3195.771
15:10.0,15.383679,81.277169,133.4,5.1,3195.772
15:11.0,15.383687,81.277183,133.4,5.2,3195.773
15:12.0,15.383695,81.277195,133.6,4.8,3195.775
15:13.0,15.383702,81.277208,133.5,4.9,3195.776
15:14.0,15.383709,81.27722,133.2,5.0,3195.778
15:15.0,15.383717,81.277233,133.2,5.1,3195.779
15:16.0,15.383725,81.277246,133.2,5.1,3195.78
15:17.0,15.383732,81.277258,133.1,5.0,3195.782
15:18.0,15.383739,81.27727,133.3,4.7,3195.783
15:19.0,15.383747,81.277282,133.3,5.0,3195.785
15:20.0,15.383754,81.277295,133.3,5.1,3195.786
15:21.0,15.38376,81.277305,133.3,4.8,3195.787
15:22.0,15.383768,81.277318,133.3,5.0,3195.788
15:23.0,15.383776,81.27733,133.4,5.1,3195.79
15:24.0,15.383783,81.277343,133.5,5.1,3195.791
15:25.0,15.383791,81.277356,133.4,5.0,3195.793
15:26.0,15.383798,81.277368,133.4,5.0,3195.794
15:27.0,15.383806,81.277381,133.3,5.0,3195.795
15:28.0,15.383814,81.277394,133.3,5.4,3195.797
15:29.0,15.383822,81.277407,133.3,5.2,3195.798
15:30.0,15.383829,81.277419,133.2,4.8,3195.8
15:31.0,15.383836,81.277431,133.2,4.8,3195.801
15:32.0,15.383843,81.277442,133.3,4.4,3195.802
15:33.0,15.38385,81.277454,133.3,4.5,3195.804
15:34.0,15.383857,81.277465,133.3,4.7,3195.805
15:35.0,15.383864,81.277477,133.1,4.8,3195.806
15:36.0,15.383871,81.27749,133.2,4.9,3195.807
15:37.0,15.383879,81.277502,133.1,5.1,3195.809
15:38.0,15.383886,81.277515,133.3,4.9,3195.81
15:39.0,15.383893,81.277527,133.3,4.8,3195.812
15:40.0,15.383901,81.277539,133.4,4.8,3195.813
15:41.0,15.383908,81.277551,133.4,5.1,3195.814
15:42.0,15.383916,81.277564,133.4,5.1,3195.816
15:43.0,15.383923,81.277576,133.5,4.8,3195.817
15:44.0,15.38393,81.277588,133.4,4.8,3195.818
15:45.0,15.383937,81.2776,133.6,4.7,3195.82
15:46.0,15.383945,81.277613,133.5,5.0,3195.821
15:47.0,15.383952,81.277625,133.4,4.8,3195.822
15:48.0,15.383959,81.277636,133.4,4.7,3195.824
15:49.0,15.383967,81.277649,133.3,5.0,3195.825
15:50.0,15.383974,81.27766,133.3,4.7,3195.826
15:51.0,15.383981,81.277673,133.2,4.9,3195.828
15:52.0,15.383988,81.277685,133.2,4.9,3195.829
15:53.0,15.383995,81.277696,133.2,4.7,3195.83
15:54.0,15.384002,81.277708,133.3,4.6,3195.832
15:55.0,15.384009,81.27772,133.5,4.7,3195.833
15:56.0,15.384016,81.277732,133.4,4.7,3195.834
15:57.0,15.384024,81.277744,133.5,5.0,3195.836
15:58.0,15.384032,81.277757,133.5,5.1,3195.837
15:59.0,15.384039,81.27777,133.5,5.1,3195.839
16:00.0,15.384047,81.277782,133.5,5.1,3195.84
16:01.0,15.38404,81.27777,133.7,4.9,3195.839
16:02.0,15.384048,81.277784,133.7,5.2,3195.84
16:03.0,15.384055,81.277796,133.7,5.1,3195.842
16:04.0,15.384062,81.277808,133.7,4.8,3195.843
16:05.0,15.38407,81.277821,133.7,4.9,3195.844
16:06.0,15.384077,81.277832,133.6,4.5,3195.845
16:07.0,15.384084,81.277844,133.7,4.8,3195.847
16:08.0,15.384091,81.277856,133.7,4.7,3195.848
16:09.0,15.384098,81.277867,133.7,4.6,3195.849
16:10.0,15.384105,81.277879,133.6,4.6,3195.851
16:11.0,15.384122,81.277907,133.6,4.6,3195.854
16:12.0,15.384129,81.277919,133.6,4.8,3195.855
16:13.0,15.384136,81.27793,133.6,4.5,3195.856
16:14.0,15.384143,81.277942,133.5,4.6,3195.858
16:15.0,15.384149,81.277953,133.5,4.5,3195.859
16:16.0,15.384157,81.277966,133.5,5.0,3195.86
16:17.0,15.384164,81.277978,133.6,4.9,3195.862
16:18.0,15.384171,81.27799,133.7,4.8,3195.863
16:19.0,15.384179,81.278003,133.8,5.0,3195.864
16:20.0,15.384186,81.278014,133.8,4.7,3195.866
16:21.0,15.384189,81.27802,133.4,5.0,3195.866
16:22.0,15.384197,81.278032,133.4,4.9,3195.868
16:23.0,15.384204,81.278044,133.3,4.7,3195.869
16:24.0,15.384211,81.278056,133.2,4.7,3195.87
16:25.0,15.384218,81.278067,133.1,4.6,3195.872
16:26.0,15.384225,81.278079,133.1,4.6,3195.873
16:27.0,15.384232,81.27809,133.0,4.6,3195.874
16:28.0,15.384238,81.278102,133.1,4.6,3195.875
16:29.0,15.384245,81.278113,133.1,4.7,3195.877
16:30.0,15.384252,81.278125,132.9,4.5,3195.878
16:31.0,15.384259,81.278136,132.9,4.7,3195.879
16:32.0,15.384266,81.278148,132.7,4.8,3195.881
16:33.0,15.384273,81.27816,132.7,4.6,3195.882
16:34.0,15.384281,81.278172,132.8,5.0,3195.883
16:35.0,15.384288,81.278184,132.9,4.7,3195.885
16:36.0,15.384295,81.278197,132.9,5.0,3195.886
16:37.0,15.384303,81.27821,132.9,5.1,3195.887
16:38.0,15.38431,81.278222,132.9,4.9,3195.889
16:39.0,15.384317,81.278233,132.8,4.5,3195.89
16:40.0,15.384324,81.278245,133.0,4.7,3195.891
18:39.0,15.385246,81.279782,133.0,4.9,3196.062
18:40.0,15.385253,81.279793,133.1,4.5,3196.063
18:41.0,15.385261,81.279806,132.9,4.8,3196.065
18:42.0,15.385267,81.279815,132.8,4.4,3196.066
18:43.0,15.385274,81.279828,132.8,4.8,3196.067
18:44.0,15.385282,81.279841,132.8,4.9,3196.068
18:45.0,15.385288,81.279852,133.0,4.6,3196.07
18:46.0,15.385296,81.279864,133.0,4.9,3196.071
18:47.0,15.385302,81.279875,133.1,4.7,3196.072
18:48.0,15.38531,81.279887,133.2,5.0,3196.074
18:49.0,15.385317,81.279899,133.0,5.0,3196.075
18:50.0,15.385324,81.279911,133.1,4.8,3196.076
18:51.0,15.385331,81.279923,133.3,4.8,3196.078
18:52.0,15.385339,81.279935,133.3,4.8,3196.079
18:53.0,15.385346,81.279947,133.3,4.6,3196.08
18:54.0,15.385352,81.279958,133.4,4.6,3196.082
18:55.0,15.385359,81.27997,133.5,4.6,3196.083
18:56.0,15.385367,81.279982,133.4,4.8,3196.084
18:57.0,15.385374,81.279994,133.4,4.8,3196.085
18:58.0,15.38538,81.280004,133.3,4.9,3196.087
18:59.0,15.385388,81.280017,133.2,4.4,3196.088
19:00.0,15.385394,81.280028,133.2,4.6,3196.089
19:01.0,15.385402,81.28004,133.3,4.7,3196.091
19:02.0,15.385409,81.280052,133.3,4.7,3196.092
19:03.0,15.385416,81.280064,133.2,4.8,3196.093
19:04.0,15.385423,81.280076,133.3,4.8,3196.095
19:05.0,15.38543,81.280088,133.3,4.7,3196.096
19:06.0,15.385437,81.280099,133.2,4.7,3196.097
19:07.0,15.385444,81.280111,133.0,4.7,3196.099
19:08.0,15.38545,81.280121,133.0,4.7,3196.1
19:09.0,15.38542,81.280071,132.3,4.9,3196.094
19:10.0,15.385427,81.280083,132.3,4.5,3196.095
19:11.0,15.385434,81.280094,132.3,4.7,3196.097
19:12.0,15.385441,81.280106,132.3,4.6,3196.098
19:13.0,15.385448,81.280118,132.4,4.8,3196.099
19:14.0,15.385455,81.28013,132.4,4.7,3196.101
19:15.0,15.385462,81.280141,132.4,4.4,3196.102
19:16.0,15.385469,81.280153,132.4,4.7,3196.103
19:17.0,15.385476,81.280165,132.4,4.8,3196.104
19:18.0,15.385482,81.280174,132.4,4.9,3196.106
19:19.0,15.385522,81.280242,133.0,4.4,3196.113
19:20.0,15.38553,81.280254,133.1,4.7,3196.114
